service_id,date,exception_type
212913604,20200509,1
212820699,20200509,1
212864699,20200509,1
212823690,20200509,1
212783699,20200509,1
212766699,20200509,1
212767699,20200509,1
212860699,20200509,1
212826690,20200509,1
212805699,20200509,1
212834699,20200509,1
212819699,20200509,1
212784699,20200509,1
212816699,20200509,1
212815699,20200509,1
212888699,20200509,1
212895694,20200509,1
212907695,20200509,1
212894695,20200509,1
212898695,20200509,1
212901693,20200509,1
